bin_id,latitude,longitude,ward_zone,amenity,operator,capacity_liters,waste_type,current_fill_pct,fill_rate_pct_hr,dist_from_depot_km,calorific_value_hhv_mj_kg,recyclable_fraction_pct,time_to_overflow_hrs,urgency_index,recovery_index,cost_index,scps_score,zone_cluster
BIN_0734,28.689113,77.208645,North / Civil Lines,waste_basket,MCD-North,500,Organic/Wet,47.3,4.82,13.56,11.6,8.8,10.9,0.502,0.291,0.532,0.232,6
BIN_0735,28.689132,77.207944,North / Civil Lines,waste_basket,MCD-North,300,Organic/Wet,96.9,3.53,13.56,11.13,6.0,0.9,0.803,0.267,0.532,0.375,6
BIN_0736,28.689303,77.208535,North / Civil Lines,waste_basket,MCD-North,300,Recyclable/Dry,82.4,3.46,13.58,22.87,87.9,5.1,0.699,0.926,0.533,0.521,6
BIN_0737,28.688918,77.208951,North / Civil Lines,waste_basket,MCD-North,300,Organic/Wet,41.2,5.05,13.53,11.31,11.7,11.6,0.467,0.299,0.531,0.217,6
BIN_0738,28.688671,77.207397,North / Civil Lines,waste_basket,MCD-North,300,Recyclable/Dry,73.2,3.73,13.51,19.14,80.4,7.2,0.645,0.809,0.53,0.459,6
BIN_0739,28.547551,77.1938,South (Saket / Hauz Khas),waste_basket,MCD-South,500,Mixed Municipal,30.5,4.05,2.7,14.25,31.0,17.2,0.357,0.458,0.106,0.295,1
BIN_0740,28.547901,77.192587,South (Saket / Hauz Khas),waste_basket,MCD-South,300,Organic/Wet,31.3,5.55,2.74,11.39,11.2,12.4,0.416,0.298,0.108,0.276,1
BIN_0741,28.547357,77.194419,South (Saket / Hauz Khas),waste_basket,MCD-South,300,Mixed Municipal,59.9,3.96,2.68,13.27,27.2,10.1,0.56,0.418,0.105,0.384,1
BIN_0742,28.549123,77.193288,South (Saket / Hauz Khas),waste_basket,MCD-South,300,Organic/Wet,34.4,4.63,2.59,10.71,10.9,14.2,0.405,0.282,0.102,0.267,1
BIN_0743,28.569769,77.204688,South (Saket / Hauz Khas),waste_basket,MCD-South,500,Recyclable/Dry,35.9,3.72,0.59,18.71,79.0,17.2,0.383,0.793,0.023,0.425,1
BIN_0744,28.592341,77.260452,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,300,Recyclable/Dry,75.6,3.46,5.66,22.99,84.6,7.1,0.652,0.912,0.222,0.555,2
BIN_0745,28.593283,77.261857,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,300,Recyclable/Dry,61.2,3.75,5.84,20.83,73.4,10.3,0.561,0.81,0.229,0.478,2
BIN_0746,28.593031,77.260862,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,300,Mixed Municipal,78.6,2.64,5.74,13.05,24.7,8.1,0.644,0.401,0.225,0.397,2
BIN_0747,28.590953,77.260593,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,500,Organic/Wet,52.7,5.27,5.6,11.85,9.0,9.0,0.556,0.297,0.22,0.323,2
BIN_0748,28.565486,77.189202,South (Saket / Hauz Khas),waste_basket,MCD-South,300,Mixed Municipal,95.5,3.96,2.04,13.63,21.8,1.1,0.809,0.399,0.08,0.508,1
BIN_0749,28.565604,77.189219,South (Saket / Hauz Khas),waste_basket,MCD-South,300,Organic/Wet,69.6,3.49,2.04,11.18,10.1,8.7,0.611,0.288,0.08,0.376,1
BIN_0750,28.566616,77.23231,South-East (Lajpat / Okhla),waste_disposal,MCD-SouthEast,1500,Mixed Municipal,87.4,8.26,2.18,13.27,26.7,1.5,0.904,0.416,0.086,0.56,2
BIN_0751,28.633754,77.216926,Central / NDMC,waste_basket,NDMC,500,Mixed Municipal,53.0,4.04,7.43,13.0,29.2,11.6,0.514,0.423,0.292,0.325,0
BIN_0752,28.63373,77.218422,Central / NDMC,waste_basket,NDMC,300,Organic/Wet,31.4,3.41,7.44,11.33,12.3,20.1,0.341,0.303,0.292,0.203,0
BIN_0753,28.689362,77.207352,North / Civil Lines,waste_basket,MCD-North,300,Organic/Wet,39.7,5.6,13.59,11.55,6.1,10.8,0.476,0.276,0.534,0.214,6
BIN_0754,28.480172,77.080204,South-West (Dwarka),waste_basket,MCD-SouthWest,300,Recyclable/Dry,32.8,3.75,15.95,18.69,81.2,17.9,0.362,0.804,0.626,0.297,3
BIN_0755,28.480178,77.080324,South-West (Dwarka),waste_basket,MCD-SouthWest,300,Organic/Wet,39.5,3.76,15.94,10.7,6.2,16.1,0.41,0.259,0.626,0.157,3
BIN_0756,28.697933,77.140748,Keshavpuram / Shalimar,waste_basket,MCD-Keshavpuram,500,Recyclable/Dry,87.9,2.43,16.03,21.46,72.7,5.0,0.701,0.82,0.629,0.471,8
BIN_0757,28.42683,77.066719,South (Saket / Hauz Khas),waste_basket,MCD-South,500,Mixed Municipal,41.5,3.81,20.97,13.93,29.2,15.4,0.425,0.442,0.823,0.181,1
BIN_0758,28.641406,77.2999,Shahdara South (Mayur Vihar),recycling,MCD-ShahdaraSouth,1000,Recyclable/Dry,41.1,3.0,12.05,20.85,83.5,19.6,0.394,0.861,0.473,0.361,11
BIN_0759,28.715809,77.216607,North / Civil Lines,waste_disposal,MCD-North,2000,Mixed Municipal,38.0,7.63,16.54,14.58,37.4,8.1,0.536,0.497,0.649,0.287,6
BIN_0760,28.572023,77.210253,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,800,Organic/Wet,74.9,3.53,0.54,12.25,14.7,7.1,0.649,0.334,0.021,0.421,2
BIN_0761,28.57053,77.210821,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,300,Organic/Wet,70.8,5.81,0.38,11.53,10.8,5.0,0.701,0.299,0.015,0.438,2
BIN_0762,28.571577,77.210649,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,500,Recyclable/Dry,22.1,4.46,0.49,23.25,70.4,17.5,0.313,0.847,0.019,0.406,2
BIN_0763,28.57163,77.171787,South (Saket / Hauz Khas),waste_basket,MCD-South,500,Organic/Wet,46.6,4.93,3.76,10.76,9.4,10.8,0.501,0.276,0.148,0.304,1
BIN_0764,28.571562,77.212077,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,300,Recyclable/Dry,51.7,2.54,0.53,23.01,76.9,19.0,0.452,0.874,0.021,0.484,2
BIN_0765,28.570766,77.215067,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,300,Recyclable/Dry,81.4,2.88,0.63,22.63,80.6,6.5,0.672,0.884,0.025,0.596,2
BIN_0766,28.572548,77.209886,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,500,Recyclable/Dry,49.4,3.5,0.59,21.66,84.1,14.5,0.47,0.881,0.023,0.495,2
BIN_0767,28.569911,77.216397,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,800,Recyclable/Dry,62.4,3.56,0.69,21.53,74.0,10.6,0.563,0.828,0.027,0.524,2
BIN_0768,28.571431,77.210229,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,300,Organic/Wet,33.8,4.57,0.47,11.71,12.6,14.5,0.398,0.312,0.018,0.289,2
BIN_0769,28.583951,77.22256,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,500,Organic/Wet,31.8,3.55,2.23,11.38,6.6,19.2,0.348,0.275,0.088,0.239,2
BIN_0770,28.583719,77.222737,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,300,Organic/Wet,46.8,4.45,2.22,11.3,10.1,12.0,0.485,0.291,0.087,0.312,2
BIN_0771,28.58089,77.214739,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,500,Organic/Wet,62.6,3.21,1.59,11.51,5.6,11.7,0.552,0.273,0.062,0.345,2
BIN_0772,28.58574,77.214366,Central / NDMC,waste_basket,NDMC,500,Mixed Municipal,23.1,2.62,2.11,14.39,34.4,29.4,0.254,0.478,0.083,0.254,0
BIN_0773,28.585741,77.214466,Central / NDMC,waste_basket,NDMC,300,Organic/Wet,93.5,3.14,2.11,11.58,11.5,2.1,0.766,0.304,0.083,0.457,0
BIN_0774,28.585687,77.218008,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,500,Organic/Wet,25.2,3.38,2.2,10.65,6.7,22.1,0.296,0.26,0.086,0.209,2
BIN_0775,28.584204,77.212646,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,500,Organic/Wet,93.8,5.05,1.91,11.22,14.9,1.2,0.835,0.313,0.075,0.497,2
BIN_0776,28.529593,77.251323,South-East (Lajpat / Okhla),waste_transfer_station,MCD-SouthEast,2000,Mixed Municipal,70.8,5.64,5.81,15.32,26.4,5.2,0.695,0.458,0.228,0.439,2
BIN_0777,28.688671,77.208838,North / Civil Lines,waste_basket,MCD-North,300,Organic/Wet,69.2,4.24,13.51,11.16,12.7,7.3,0.635,0.301,0.53,0.301,6
BIN_0778,28.689841,77.209541,North / Civil Lines,waste_basket,MCD-North,500,Organic/Wet,60.6,5.9,13.64,12.48,5.4,6.7,0.633,0.293,0.536,0.297,6
BIN_0779,28.689785,77.209932,North / Civil Lines,waste_basket,MCD-North,800,Organic/Wet,66.3,3.15,13.63,11.48,6.7,10.7,0.576,0.278,0.535,0.264,6
BIN_0780,28.631976,77.217368,Central / NDMC,waste_basket,NDMC,300,Recyclable/Dry,51.3,3.95,7.24,19.06,76.0,12.3,0.499,0.786,0.284,0.428,0
BIN_0781,28.667993,77.192331,Karol Bagh / Patel Nagar,waste_disposal,MCD-KarolBagh,2500,Mixed Municipal,35.0,8.47,11.34,13.87,36.7,7.7,0.545,0.479,0.445,0.327,5
BIN_0782,28.560664,77.187813,South (Saket / Hauz Khas),waste_basket,MCD-South,800,Recyclable/Dry,96.2,3.02,2.29,19.62,77.2,1.3,0.78,0.803,0.09,0.613,1
BIN_0783,28.575204,77.250395,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,1000,Recyclable/Dry,84.1,3.95,4.04,22.15,82.1,4.0,0.729,0.882,0.159,0.597,2
BIN_0784,28.597196,77.051076,South-West (Dwarka),waste_basket,MCD-SouthWest,800,Organic/Wet,60.5,4.75,15.87,11.88,6.4,8.3,0.592,0.285,0.623,0.257,3
BIN_0785,28.637241,77.041521,West (Janakpuri / Rajouri),recycling,MCD-West,1000,Recyclable/Dry,26.0,3.49,18.2,19.18,86.5,21.2,0.306,0.841,0.715,0.262,4
BIN_0786,28.671921,77.169663,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,1000,Recyclable/Dry,62.8,3.98,12.29,20.59,81.1,9.3,0.581,0.844,0.483,0.447,5
BIN_0787,28.679849,77.200397,North / Civil Lines,waste_basket,MCD-North,800,Organic/Wet,17.1,5.73,12.56,11.64,7.1,14.5,0.323,0.283,0.493,0.148,6
BIN_0788,28.73247,77.104566,Rohini / Pitampura,waste_basket,MCD-Rohini,1000,Recyclable/Dry,81.1,3.92,21.06,19.81,86.8,4.8,0.707,0.855,0.827,0.445,7
BIN_0789,28.704906,77.187398,Keshavpuram / Shalimar,waste_basket,MCD-Keshavpuram,1000,Recyclable/Dry,64.7,3.55,15.47,19.17,79.4,9.9,0.579,0.805,0.607,0.409,8
BIN_0790,28.622889,77.232452,City / Chandni Chowk,waste_basket,MCD-CitySP,800,Organic/Wet,17.0,5.7,6.57,11.49,7.9,14.6,0.321,0.284,0.258,0.194,9
BIN_0791,28.694008,77.286415,Shahdara North,waste_basket,MCD-ShahdaraNorth,1000,Recyclable/Dry,60.7,4.06,15.95,20.86,76.6,9.7,0.569,0.827,0.626,0.407,10
BIN_0792,28.621391,77.255405,Shahdara South (Mayur Vihar),waste_disposal,MCD-ShahdaraSouth,1500,Mixed Municipal,88.9,6.81,7.48,13.06,37.9,1.6,0.864,0.467,0.294,0.513,11
BIN_0793,28.647696,77.21355,Central / NDMC,waste_basket,NDMC,800,Organic/Wet,30.0,5.22,8.96,12.0,14.1,13.4,0.395,0.326,0.352,0.225,0
BIN_0794,28.511921,77.195111,South (Saket / Hauz Khas),waste_basket,MCD-South,1000,Recyclable/Dry,50.4,3.97,6.32,20.03,84.4,12.5,0.493,0.848,0.248,0.452,1
BIN_0795,28.556824,77.2636,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,1000,Recyclable/Dry,38.5,3.03,5.36,19.36,83.8,20.3,0.377,0.831,0.21,0.396,2
BIN_0796,28.610694,77.038868,South-West (Dwarka),waste_basket,MCD-SouthWest,800,Organic/Wet,92.4,5.9,17.39,11.8,11.7,1.3,0.856,0.31,0.683,0.384,3
BIN_0797,28.62809,77.10439,West (Janakpuri / Rajouri),waste_basket,MCD-West,1000,Recyclable/Dry,97.7,4.83,12.33,21.82,86.5,0.5,0.855,0.897,0.484,0.6,4
BIN_0798,28.636799,77.208828,Karol Bagh / Patel Nagar,waste_disposal,MCD-KarolBagh,2500,Mixed Municipal,33.3,5.52,7.74,13.58,38.5,12.1,0.429,0.481,0.304,0.298,5
BIN_0799,28.712147,77.222712,North / Civil Lines,waste_basket,MCD-North,800,Organic/Wet,49.1,4.44,16.17,12.02,12.6,11.5,0.501,0.319,0.635,0.219,6
BIN_0800,28.722796,77.119176,Rohini / Pitampura,waste_basket,MCD-Rohini,1000,Recyclable/Dry,95.1,4.23,19.44,22.41,88.0,1.2,0.816,0.917,0.763,0.53,7
BIN_0801,28.679813,77.155885,Keshavpuram / Shalimar,waste_basket,MCD-Keshavpuram,1000,Recyclable/Dry,56.9,3.02,13.59,22.15,84.8,14.3,0.505,0.895,0.534,0.415,8
BIN_0802,28.640292,77.19827,City / Chandni Chowk,waste_basket,MCD-CitySP,800,Organic/Wet,37.3,4.72,8.21,11.99,7.3,13.3,0.428,0.292,0.322,0.237,9
BIN_0803,28.693347,77.272783,Shahdara North,waste_disposal,MCD-ShahdaraNorth,2500,Mixed Municipal,30.2,7.88,15.31,14.88,38.5,8.9,0.491,0.509,0.601,0.278,10
BIN_0804,28.610844,77.308841,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,1000,Recyclable/Dry,35.6,2.77,10.8,18.81,83.3,23.2,0.347,0.817,0.424,0.334,11
BIN_0805,28.643754,77.195935,Central / NDMC,waste_disposal,NDMC,2500,Mixed Municipal,37.7,7.64,8.62,15.32,38.1,8.2,0.535,0.516,0.338,0.355,0
BIN_0806,28.517958,77.222495,South (Saket / Hauz Khas),waste_basket,MCD-South,1000,Recyclable/Dry,40.4,3.11,5.61,21.85,78.9,19.2,0.393,0.859,0.22,0.41,1
BIN_0807,28.567485,77.257658,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,1000,Recyclable/Dry,87.3,4.86,4.65,21.91,79.0,2.6,0.783,0.861,0.183,0.613,2
BIN_0808,28.60631,77.033322,South-West (Dwarka),waste_disposal,MCD-SouthWest,1500,Mixed Municipal,35.9,7.21,17.79,14.76,36.1,8.9,0.507,0.495,0.698,0.262,3
BIN_0809,28.62873,77.087712,West (Janakpuri / Rajouri),waste_basket,MCD-West,1000,Recyclable/Dry,46.8,4.62,13.76,22.09,83.1,11.5,0.491,0.886,0.54,0.403,4
BIN_0810,28.656483,77.184686,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,1000,Recyclable/Dry,65.2,3.78,10.23,19.45,87.2,9.2,0.59,0.85,0.402,0.47,5
BIN_0811,28.700531,77.219969,North / Civil Lines,waste_disposal,MCD-North,2500,Mixed Municipal,72.9,7.18,14.86,13.26,37.6,3.8,0.765,0.47,0.583,0.407,6
BIN_0812,28.727483,77.110128,Rohini / Pitampura,waste_disposal,MCD-Rohini,2500,Mixed Municipal,20.9,5.8,20.31,14.53,29.6,13.6,0.352,0.457,0.797,0.154,7
BIN_0813,28.708244,77.154216,Keshavpuram / Shalimar,waste_basket,MCD-Keshavpuram,1000,Recyclable/Dry,26.0,4.66,16.6,21.98,85.7,15.9,0.347,0.896,0.652,0.312,8
BIN_0814,28.651502,77.236557,City / Chandni Chowk,recycling,MCD-CitySP,1000,Recyclable/Dry,36.2,2.64,9.73,23.06,78.8,24.2,0.347,0.885,0.382,0.362,9
BIN_0815,28.665099,77.286144,Shahdara North,waste_basket,MCD-ShahdaraNorth,1000,Recyclable/Dry,49.5,2.8,13.18,20.81,75.6,18.0,0.446,0.821,0.517,0.366,10
BIN_0816,28.610435,77.289097,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,1000,Recyclable/Dry,53.8,3.83,9.1,20.76,89.8,12.1,0.512,0.891,0.357,0.452,11
BIN_0817,28.647521,77.200218,Central / NDMC,waste_disposal,NDMC,2000,Mixed Municipal,36.3,6.33,8.98,14.62,31.3,10.1,0.478,0.468,0.353,0.309,0
BIN_0818,28.525665,77.236322,South (Saket / Hauz Khas),waste_basket,MCD-South,1000,Recyclable/Dry,91.4,3.59,5.29,21.48,91.9,2.4,0.767,0.917,0.208,0.617,1
BIN_0819,28.560832,77.257131,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,1000,Recyclable/Dry,90.9,2.5,4.66,20.59,78.7,3.6,0.725,0.832,0.183,0.575,2
BIN_0820,28.599282,77.058232,South-West (Dwarka),waste_basket,MCD-SouthWest,800,Organic/Wet,92.1,5.67,15.24,10.74,5.7,1.4,0.846,0.257,0.598,0.38,3
BIN_0821,28.614773,77.083133,West (Janakpuri / Rajouri),waste_basket,MCD-West,1000,Recyclable/Dry,74.7,4.05,13.47,20.24,81.4,6.2,0.666,0.838,0.529,0.479,4
BIN_0822,28.649803,77.182532,Karol Bagh / Patel Nagar,waste_disposal,MCD-KarolBagh,1500,Mixed Municipal,87.8,7.76,9.57,14.85,35.3,1.6,0.889,0.492,0.376,0.517,5
BIN_0823,28.691963,77.24288,North / Civil Lines,waste_basket,MCD-North,800,Organic/Wet,41.6,5.92,14.24,11.57,5.4,9.9,0.501,0.273,0.559,0.221,6
BIN_0824,28.688908,77.124459,Rohini / Pitampura,waste_disposal,MCD-Rohini,2000,Mixed Municipal,59.4,5.57,15.9,14.0,37.9,7.3,0.613,0.487,0.624,0.328,7
BIN_0825,28.68837,77.176403,Keshavpuram / Shalimar,recycling,MCD-Keshavpuram,1000,Recyclable/Dry,20.7,4.76,13.87,19.11,75.3,16.7,0.313,0.783,0.545,0.283,8
BIN_0826,28.652334,77.210205,City / Chandni Chowk,waste_basket,MCD-CitySP,800,Organic/Wet,45.2,4.17,9.47,11.36,5.6,13.1,0.464,0.27,0.372,0.239,9
BIN_0827,28.69019,77.283307,Shahdara North,waste_disposal,MCD-ShahdaraNorth,2500,Mixed Municipal,20.0,8.31,15.43,13.83,26.6,9.6,0.434,0.427,0.606,0.224,10
BIN_0828,28.596855,77.281547,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,1000,Recyclable/Dry,67.7,2.81,7.73,19.32,88.3,11.5,0.573,0.853,0.303,0.482,11
BIN_0829,28.631616,77.229959,Central / NDMC,waste_basket,NDMC,800,Organic/Wet,29.0,6.08,7.42,12.41,7.5,11.7,0.418,0.302,0.291,0.241,0
BIN_0830,28.547948,77.207835,South (Saket / Hauz Khas),recycling,MCD-South,1000,Recyclable/Dry,31.5,4.72,2.15,23.05,88.9,14.5,0.388,0.935,0.084,0.457,1
BIN_0831,28.5528,77.241714,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,1000,Recyclable/Dry,72.4,2.9,3.49,20.47,84.3,9.5,0.61,0.857,0.137,0.534,2
BIN_0832,28.584414,77.029836,South-West (Dwarka),waste_basket,MCD-SouthWest,800,Organic/Wet,27.9,5.44,17.7,12.09,12.4,13.3,0.388,0.319,0.695,0.151,3
BIN_0833,28.616853,77.088158,West (Janakpuri / Rajouri),waste_basket,MCD-West,1000,Recyclable/Dry,94.3,3.18,13.11,20.57,75.7,1.8,0.773,0.816,0.515,0.528,4
BIN_0834,28.649388,77.198118,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,1000,Recyclable/Dry,26.7,4.87,9.21,19.4,81.7,15.1,0.359,0.821,0.362,0.354,5
BIN_0835,28.675402,77.227547,North / Civil Lines,recycling,MCD-North,1000,Recyclable/Dry,67.1,3.36,12.15,20.41,88.2,9.8,0.589,0.875,0.477,0.462,6
BIN_0836,28.708694,77.109842,Rohini / Pitampura,recycling,MCD-Rohini,1000,Recyclable/Dry,82.1,4.06,18.52,23.09,90.1,4.4,0.719,0.942,0.727,0.496,7
BIN_0837,28.691562,77.151491,Keshavpuram / Shalimar,waste_basket,MCD-Keshavpuram,1000,Recyclable/Dry,64.5,2.87,14.96,21.68,81.1,12.4,0.553,0.867,0.587,0.419,8
BIN_0838,28.643954,77.251572,City / Chandni Chowk,waste_basket,MCD-CitySP,800,Organic/Wet,68.4,4.4,9.45,10.89,7.4,7.2,0.635,0.269,0.371,0.324,9
BIN_0839,28.708532,77.299108,Shahdara North,waste_basket,MCD-ShahdaraNorth,1000,Recyclable/Dry,81.5,3.67,17.96,22.62,78.5,5.0,0.7,0.874,0.705,0.471,10
BIN_0840,28.607781,77.315019,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,1000,Recyclable/Dry,19.6,3.29,11.2,18.63,86.7,24.4,0.254,0.83,0.44,0.288,11
BIN_0841,28.607963,77.217144,Central / NDMC,waste_basket,NDMC,800,Organic/Wet,22.5,4.39,4.59,10.66,6.5,17.7,0.313,0.259,0.18,0.198,0
BIN_0842,28.508481,77.205782,South (Saket / Hauz Khas),waste_basket,MCD-South,1000,Recyclable/Dry,32.1,4.91,6.54,23.13,77.7,13.8,0.399,0.881,0.257,0.412,1
BIN_0843,28.572493,77.289765,South-East (Lajpat / Okhla),waste_disposal,MCD-SouthEast,2000,Mixed Municipal,91.1,5.16,7.81,14.34,27.9,1.7,0.82,0.445,0.307,0.482,2
BIN_0844,28.575639,77.019415,South-West (Dwarka),waste_disposal,MCD-SouthWest,2500,Mixed Municipal,63.1,6.83,18.63,13.01,32.5,5.4,0.684,0.439,0.731,0.327,3
BIN_0845,28.627534,77.080174,West (Janakpuri / Rajouri),waste_basket,MCD-West,1000,Recyclable/Dry,55.5,2.72,14.34,19.58,89.8,16.4,0.485,0.866,0.563,0.389,4
BIN_0846,28.634991,77.20652,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,1000,Recyclable/Dry,60.9,4.79,7.55,22.65,78.2,8.2,0.596,0.873,0.296,0.501,5
BIN_0847,28.67236,77.1912,North / Civil Lines,waste_basket,MCD-North,800,Organic/Wet,96.8,6.0,11.84,11.95,13.0,0.5,0.89,0.319,0.465,0.448,6
BIN_0848,28.721255,77.139432,Rohini / Pitampura,waste_basket,MCD-Rohini,1000,Recyclable/Dry,52.0,4.36,18.46,21.22,75.7,11.0,0.518,0.83,0.725,0.363,7
BIN_0849,28.714752,77.128378,Keshavpuram / Shalimar,waste_basket,MCD-Keshavpuram,1000,Recyclable/Dry,33.2,4.15,18.24,21.6,83.2,16.1,0.379,0.876,0.716,0.309,8
BIN_0850,28.654045,77.213705,City / Chandni Chowk,waste_basket,MCD-CitySP,800,Organic/Wet,59.1,3.82,9.66,10.55,8.8,10.7,0.549,0.268,0.379,0.279,9
BIN_0851,28.708357,77.257721,Shahdara North,waste_disposal,MCD-ShahdaraNorth,1500,Mixed Municipal,35.9,7.33,16.37,15.24,32.9,8.7,0.511,0.489,0.643,0.274,10
BIN_0852,28.597161,77.297962,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,1000,Recyclable/Dry,35.1,4.94,9.21,18.5,75.7,13.1,0.421,0.772,0.362,0.37,11
BIN_0853,28.643305,77.214825,Central / NDMC,waste_basket,NDMC,800,Organic/Wet,75.7,5.3,8.48,10.81,12.3,4.6,0.718,0.292,0.333,0.38,0
BIN_0854,28.496493,77.222156,South (Saket / Hauz Khas),waste_basket,MCD-South,1000,Recyclable/Dry,42.2,2.8,7.95,18.84,90.3,20.6,0.395,0.852,0.312,0.391,1
BIN_0855,28.573387,77.282144,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,1000,Recyclable/Dry,87.2,3.35,7.08,20.87,89.5,3.8,0.729,0.892,0.278,0.576,2
BIN_0856,28.593555,77.043403,South-West (Dwarka),waste_disposal,MCD-SouthWest,2500,Mixed Municipal,80.5,7.46,16.53,13.69,37.4,2.6,0.828,0.478,0.649,0.428,3
BIN_0857,28.632029,77.053381,West (Janakpuri / Rajouri),waste_disposal,MCD-West,1500,Mixed Municipal,51.1,7.17,16.9,14.4,37.9,6.8,0.612,0.496,0.664,0.322,4
BIN_0858,28.65214,77.204539,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,1000,Recyclable/Dry,40.1,2.8,9.46,18.76,87.3,21.4,0.38,0.836,0.371,0.366,5
BIN_0859,28.718675,77.245247,North / Civil Lines,waste_basket,MCD-North,800,Organic/Wet,95.5,5.35,17.19,10.83,8.8,0.8,0.858,0.274,0.675,0.376,6
BIN_0860,28.719735,77.119248,Rohini / Pitampura,waste_disposal,MCD-Rohini,2000,Mixed Municipal,17.1,6.45,19.13,13.46,29.9,12.9,0.348,0.436,0.751,0.155,7
BIN_0861,28.686432,77.134272,Keshavpuram / Shalimar,waste_basket,MCD-Keshavpuram,1000,Recyclable/Dry,36.4,4.53,15.18,19.18,87.4,14.0,0.415,0.845,0.596,0.342,8
BIN_0862,28.642275,77.254255,City / Chandni Chowk,waste_basket,MCD-CitySP,800,Organic/Wet,26.4,5.92,9.4,12.21,12.5,12.4,0.394,0.322,0.369,0.22,9
BIN_0863,28.661676,77.269781,Shahdara North,waste_disposal,MCD-ShahdaraNorth,2000,Mixed Municipal,91.4,5.85,12.02,13.09,32.1,1.5,0.847,0.439,0.472,0.461,10
BIN_0864,28.613139,77.295735,Shahdara South (Mayur Vihar),waste_disposal,MCD-ShahdaraSouth,2500,Mixed Municipal,66.0,6.57,9.81,13.21,39.6,5.2,0.695,0.479,0.385,0.414,11
BIN_0865,28.6274,77.177779,Central / NDMC,waste_basket,NDMC,800,Organic/Wet,34.9,6.01,7.4,10.65,6.1,10.8,0.457,0.257,0.291,0.248,0
BIN_0866,28.524739,77.1813,South (Saket / Hauz Khas),waste_disposal,MCD-South,2000,Mixed Municipal,19.4,4.65,5.49,14.44,26.8,17.3,0.3,0.441,0.216,0.24,1
BIN_0867,28.566514,77.249576,South-East (Lajpat / Okhla),waste_disposal,MCD-SouthEast,2000,Mixed Municipal,86.4,6.97,3.87,13.25,30.9,2.0,0.852,0.436,0.152,0.526,2
BIN_0868,28.611453,77.022774,South-West (Dwarka),waste_basket,MCD-SouthWest,800,Organic/Wet,48.6,4.19,18.93,11.73,13.8,12.3,0.489,0.319,0.743,0.191,3
BIN_0869,28.640306,77.135876,West (Janakpuri / Rajouri),waste_basket,MCD-West,1000,Recyclable/Dry,39.1,4.21,10.88,21.09,89.4,14.5,0.423,0.896,0.427,0.395,4
BIN_0870,28.641675,77.175862,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,1000,Recyclable/Dry,29.3,2.78,8.93,18.98,82.1,25.4,0.304,0.814,0.351,0.326,5
BIN_0871,28.662862,77.225839,North / Civil Lines,waste_basket,MCD-North,800,Organic/Wet,23.5,5.05,10.75,11.13,7.2,15.1,0.343,0.273,0.422,0.169,6
BIN_0872,28.719818,77.11983,Rohini / Pitampura,waste_disposal,MCD-Rohini,2000,Mixed Municipal,71.7,4.82,19.12,13.94,34.0,5.9,0.673,0.467,0.751,0.326,7
BIN_0873,28.696462,77.173776,Keshavpuram / Shalimar,waste_basket,MCD-Keshavpuram,1000,Recyclable/Dry,88.0,3.52,14.8,21.41,88.0,3.4,0.741,0.896,0.581,0.523,8
BIN_0874,28.661849,77.235327,City / Chandni Chowk,waste_basket,MCD-CitySP,800,Organic/Wet,90.4,4.11,10.81,10.76,8.1,2.3,0.778,0.269,0.424,0.385,9
