bin_id,osm_id,latitude,longitude,amenity,operator,capacity_liters,waste_type,current_fill_pct,fill_rate_pct_hr,dist_from_depot_km,calorific_value_hhv_mj_kg,recyclable_fraction_pct,time_to_overflow_hrs,urgency_index,recovery_index,cost_index,scps_score,zone_cluster
BIN_289,node/13807545497,28.592341,77.260452,waste_basket,MCD/NDMC,300,Organic/Wet,48.3,4.14,5.664395850055931,10.88,5.5,12.5,0.485,0.259,0.614,0.198,0
BIN_290,node/13807550234,28.593283,77.261857,waste_basket,MCD/NDMC,800,Organic/Wet,95.0,3.27,5.835388124001897,11.17,10.8,1.5,0.781,0.292,0.633,0.352,0
BIN_291,node/13807550239,28.593031,77.260862,waste_basket,MCD/NDMC,500,Recyclable/Dry,84.1,3.06,5.737169277818612,19.35,77.4,5.2,0.698,0.799,0.622,0.464,0
BIN_292,node/13807550244,28.590953,77.260593,waste_basket,MCD/NDMC,300,Organic/Wet,29.3,4.15,5.601965588522327,12.46,9.7,17.0,0.353,0.314,0.608,0.149,0
BIN_293,node/13813316365,28.565486,77.189202,waste_basket,MCD/NDMC,800,Organic/Wet,72.4,3.73,2.040007526971416,11.97,12.7,7.4,0.64,0.318,0.221,0.371,2
BIN_294,node/13813322380,28.565604,77.189219,waste_basket,MCD/NDMC,300,Organic/Wet,59.5,4.83,2.0371838921500594,12.08,13.6,8.4,0.588,0.325,0.221,0.348,2
BIN_295,node/13820104447,28.566616,77.23231,waste_disposal,MCD/NDMC,2000,Mixed Municipal,46.7,5.41,2.179744986566716,13.16,26.8,9.9,0.519,0.414,0.236,0.337,3
BIN_296,node/13952451605,28.572023,77.210253,waste_basket,MCD/NDMC,300,Organic/Wet,41.8,5.48,0.5369072770415261,10.98,10.1,10.6,0.488,0.284,0.058,0.317,0
BIN_297,node/13952451750,28.57053,77.210821,waste_basket,MCD/NDMC,800,Mixed Municipal,64.2,3.94,0.37886861767323354,13.4,31.8,9.1,0.59,0.444,0.041,0.42,0
BIN_298,node/13952451840,28.571577,77.210649,waste_basket,MCD/NDMC,300,Recyclable/Dry,72.6,3.57,0.49082173867732515,20.49,79.7,7.7,0.635,0.835,0.053,0.557,0
BIN_299,node/13969467561,28.57163,77.171787,waste_basket,MCD/NDMC,500,Recyclable/Dry,45.2,4.05,3.7640338911777365,19.21,73.8,13.5,0.461,0.778,0.408,0.382,1
BIN_300,node/13969634650,28.571562,77.212077,waste_basket,MCD/NDMC,300,Organic/Wet,92.8,4.72,0.5257549167266274,10.95,14.6,1.5,0.818,0.306,0.057,0.489,0
BIN_301,node/13969639636,28.570766,77.215067,waste_basket,MCD/NDMC,500,Organic/Wet,90.1,3.42,0.634059567830517,11.13,11.1,2.9,0.752,0.293,0.069,0.45,0
BIN_302,node/13984656378,28.572548,77.209886,waste_basket,MCD/NDMC,800,Organic/Wet,29.5,5.0,0.59475261273224,12.41,13.3,14.1,0.384,0.331,0.065,0.279,0
BIN_303,node/13984656533,28.569911,77.216397,waste_basket,MCD/NDMC,500,Recyclable/Dry,29.5,3.94,0.6936514638071758,19.66,71.4,17.9,0.347,0.776,0.075,0.391,0
BIN_304,node/13984656609,28.571431,77.210229,waste_basket,MCD/NDMC,500,Mixed Municipal,20.0,4.63,0.4709404794144557,15.19,24.2,17.3,0.305,0.444,0.051,0.276,0
BIN_305,node/14009416521,28.583951,77.22256,waste_basket,MCD/NDMC,300,Recyclable/Dry,35.0,3.41,2.2301013264948697,20.32,77.0,19.1,0.366,0.818,0.242,0.38,0
BIN_306,node/14009416527,28.583719,77.222737,waste_basket,MCD/NDMC,300,Organic/Wet,53.6,3.89,2.218271825933767,12.01,11.2,11.9,0.514,0.312,0.241,0.302,0
BIN_307,node/14014222189,28.58089,77.214739,waste_basket,MCD/NDMC,300,Organic/Wet,73.9,3.53,1.5910373426523614,12.07,7.7,7.4,0.643,0.296,0.173,0.376,0
BIN_308,node/14029112704,28.58574,77.214366,waste_basket,MCD/NDMC,500,Recyclable/Dry,33.6,2.55,2.1051267552754767,19.64,74.2,26.0,0.326,0.789,0.228,0.354,0
BIN_309,node/14029112743,28.585741,77.214466,waste_basket,MCD/NDMC,500,Recyclable/Dry,71.0,3.01,2.1072625414683586,22.12,84.3,9.6,0.604,0.893,0.229,0.524,0
BIN_310,node/14041030051,28.585687,77.218008,waste_basket,MCD/NDMC,300,Recyclable/Dry,95.2,2.97,2.1993031967400714,20.91,73.2,1.6,0.772,0.811,0.239,0.582,0
BIN_311,node/14041030058,28.584204,77.212646,waste_basket,MCD/NDMC,300,Organic/Wet,73.1,4.75,1.9083397863657272,11.34,12.9,5.7,0.681,0.306,0.207,0.391,0
BIN_312,node/14100954488,28.560664,77.187813,waste_basket,MCD/NDMC,300,Recyclable/Dry,35.5,3.57,2.285392810508345,20.12,85.0,18.1,0.376,0.853,0.248,0.394,2
